,Unweighted_Sample,Weighted_Sample,Q,Nationality,Gender,Rank,Rank (number),Percentage,iso_alpha,country,continent
601,972,992,They have a decent amount of money,German,Men,Ranked second,2,0.03,DEU,Germany,Europe
602,972,992,They have a decent amount of money,German,Men,Ranked third,3,0.04,DEU,Germany,Europe
603,972,992,They have a decent amount of money,German,Men,Ranked fourth,4,0.06,DEU,Germany,Europe
604,972,992,They have a decent amount of money,German,Men,Ranked fifth,5,0.15,DEU,Germany,Europe
605,972,992,They have a decent amount of money,German,Men,Ranked sixth,6,0.7,DEU,Germany,Europe
606,972,992,They have similar interests to me,German,Men,Ranked first,1,0.12,DEU,Germany,Europe
607,972,992,They have similar interests to me,German,Men,Ranked second,2,0.18,DEU,Germany,Europe
608,972,992,They have similar interests to me,German,Men,Ranked third,3,0.18,DEU,Germany,Europe
609,972,992,They have similar interests to me,German,Men,Ranked fourth,4,0.23,DEU,Germany,Europe
610,972,992,They have similar interests to me,German,Men,Ranked fifth,5,0.21,DEU,Germany,Europe
611,972,992,They have similar interests to me,German,Men,Ranked sixth,6,0.08,DEU,Germany,Europe
612,1068,1048,They are good looking,German,Women,Ranked first,1,0.07,DEU,Germany,Europe
613,1068,1048,They are good looking,German,Women,Ranked second,2,0.07,DEU,Germany,Europe
614,1068,1048,They are good looking,German,Women,Ranked third,3,0.09,DEU,Germany,Europe
615,1068,1048,They are good looking,German,Women,Ranked fourth,4,0.17,DEU,Germany,Europe
616,1068,1048,They are good looking,German,Women,Ranked fifth,5,0.35,DEU,Germany,Europe
617,1068,1048,They are good looking,German,Women,Ranked sixth,6,0.24,DEU,Germany,Europe
618,1068,1048,They have a personality I like,German,Women,Ranked first,1,0.56,DEU,Germany,Europe
619,1068,1048,They have a personality I like,German,Women,Ranked second,2,0.21,DEU,Germany,Europe
620,1068,1048,They have a personality I like,German,Women,Ranked third,3,0.11,DEU,Germany,Europe
621,1068,1048,They have a personality I like,German,Women,Ranked fourth,4,0.07,DEU,Germany,Europe
622,1068,1048,They have a personality I like,German,Women,Ranked fifth,5,0.04,DEU,Germany,Europe
623,1068,1048,They have a personality I like,German,Women,Ranked sixth,6,0.02,DEU,Germany,Europe
624,1068,1048,They have a sense of humour,German,Women,Ranked first,1,0.17,DEU,Germany,Europe
625,1068,1048,They have a sense of humour,German,Women,Ranked second,2,0.32,DEU,Germany,Europe
626,1068,1048,They have a sense of humour,German,Women,Ranked third,3,0.26,DEU,Germany,Europe
627,1068,1048,They have a sense of humour,German,Women,Ranked fourth,4,0.13,DEU,Germany,Europe
628,1068,1048,They have a sense of humour,German,Women,Ranked fifth,5,0.08,DEU,Germany,Europe
629,1068,1048,They have a sense of humour,German,Women,Ranked sixth,6,0.05,DEU,Germany,Europe
630,1068,1048,They are intelligent,German,Women,Ranked first,1,0.07,DEU,Germany,Europe
631,1068,1048,They are intelligent,German,Women,Ranked second,2,0.19,DEU,Germany,Europe
632,1068,1048,They are intelligent,German,Women,Ranked third,3,0.23,DEU,Germany,Europe
633,1068,1048,They are intelligent,German,Women,Ranked fourth,4,0.31,DEU,Germany,Europe
634,1068,1048,They are intelligent,German,Women,Ranked fifth,5,0.14,DEU,Germany,Europe
635,1068,1048,They are intelligent,German,Women,Ranked sixth,6,0.05,DEU,Germany,Europe
636,1068,1048,They have a decent amount of money,German,Women,Ranked first,1,0.01,DEU,Germany,Europe
637,1068,1048,They have a decent amount of money,German,Women,Ranked second,2,0.03,DEU,Germany,Europe
638,1068,1048,They have a decent amount of money,German,Women,Ranked third,3,0.07,DEU,Germany,Europe
639,1068,1048,They have a decent amount of money,German,Women,Ranked fourth,4,0.1,DEU,Germany,Europe
640,1068,1048,They have a decent amount of money,German,Women,Ranked fifth,5,0.25,DEU,Germany,Europe
641,1068,1048,They have a decent amount of money,German,Women,Ranked sixth,6,0.55,DEU,Germany,Europe
642,1068,1048,They have similar interests to me,German,Women,Ranked first,1,0.13,DEU,Germany,Europe
643,1068,1048,They have similar interests to me,German,Women,Ranked second,2,0.19,DEU,Germany,Europe
644,1068,1048,They have similar interests to me,German,Women,Ranked third,3,0.24,DEU,Germany,Europe
645,1068,1048,They have similar interests to me,German,Women,Ranked fourth,4,0.22,DEU,Germany,Europe
646,1068,1048,They have similar interests to me,German,Women,Ranked fifth,5,0.14,DEU,Germany,Europe
647,1068,1048,They have similar interests to me,German,Women,Ranked sixth,6,0.09,DEU,Germany,Europe
648,489,538,They are good looking,Hong Kong,Men,Ranked first,1,0.33,HKG,"Hong Kong, China",Asia
649,489,538,They are good looking,Hong Kong,Men,Ranked second,2,0.21,HKG,"Hong Kong, China",Asia
650,489,538,They are good looking,Hong Kong,Men,Ranked third,3,0.17,HKG,"Hong Kong, China",Asia
651,489,538,They are good looking,Hong Kong,Men,Ranked fourth,4,0.14,HKG,"Hong Kong, China",Asia
652,489,538,They are good looking,Hong Kong,Men,Ranked fifth,5,0.08,HKG,"Hong Kong, China",Asia
653,489,538,They are good looking,Hong Kong,Men,Ranked sixth,6,0.07,HKG,"Hong Kong, China",Asia
654,489,538,They have a personality I like,Hong Kong,Men,Ranked first,1,0.45,HKG,"Hong Kong, China",Asia
655,489,538,They have a personality I like,Hong Kong,Men,Ranked second,2,0.26,HKG,"Hong Kong, China",Asia
656,489,538,They have a personality I like,Hong Kong,Men,Ranked third,3,0.12,HKG,"Hong Kong, China",Asia
657,489,538,They have a personality I like,Hong Kong,Men,Ranked fourth,4,0.07,HKG,"Hong Kong, China",Asia
658,489,538,They have a personality I like,Hong Kong,Men,Ranked fifth,5,0.06,HKG,"Hong Kong, China",Asia
659,489,538,They have a personality I like,Hong Kong,Men,Ranked sixth,6,0.04,HKG,"Hong Kong, China",Asia
660,489,538,They have a sense of humour,Hong Kong,Men,Ranked first,1,0.06,HKG,"Hong Kong, China",Asia
661,489,538,They have a sense of humour,Hong Kong,Men,Ranked second,2,0.14,HKG,"Hong Kong, China",Asia
662,489,538,They have a sense of humour,Hong Kong,Men,Ranked third,3,0.21,HKG,"Hong Kong, China",Asia
663,489,538,They have a sense of humour,Hong Kong,Men,Ranked fourth,4,0.23,HKG,"Hong Kong, China",Asia
664,489,538,They have a sense of humour,Hong Kong,Men,Ranked fifth,5,0.25,HKG,"Hong Kong, China",Asia
665,489,538,They have a sense of humour,Hong Kong,Men,Ranked sixth,6,0.11,HKG,"Hong Kong, China",Asia
666,489,538,They are intelligent,Hong Kong,Men,Ranked first,1,0.06,HKG,"Hong Kong, China",Asia
667,489,538,They are intelligent,Hong Kong,Men,Ranked second,2,0.13,HKG,"Hong Kong, China",Asia
668,489,538,They are intelligent,Hong Kong,Men,Ranked third,3,0.2,HKG,"Hong Kong, China",Asia
669,489,538,They are intelligent,Hong Kong,Men,Ranked fourth,4,0.26,HKG,"Hong Kong, China",Asia
670,489,538,They are intelligent,Hong Kong,Men,Ranked fifth,5,0.24,HKG,"Hong Kong, China",Asia
671,489,538,They are intelligent,Hong Kong,Men,Ranked sixth,6,0.12,HKG,"Hong Kong, China",Asia
672,489,538,They have a decent amount of money,Hong Kong,Men,Ranked first,1,0.03,HKG,"Hong Kong, China",Asia
673,489,538,They have a decent amount of money,Hong Kong,Men,Ranked second,2,0.05,HKG,"Hong Kong, China",Asia
674,489,538,They have a decent amount of money,Hong Kong,Men,Ranked third,3,0.08,HKG,"Hong Kong, China",Asia
675,489,538,They have a decent amount of money,Hong Kong,Men,Ranked fourth,4,0.1,HKG,"Hong Kong, China",Asia
676,489,538,They have a decent amount of money,Hong Kong,Men,Ranked fifth,5,0.18,HKG,"Hong Kong, China",Asia
677,489,538,They have a decent amount of money,Hong Kong,Men,Ranked sixth,6,0.56,HKG,"Hong Kong, China",Asia
678,489,538,They have similar interests to me,Hong Kong,Men,Ranked first,1,0.07,HKG,"Hong Kong, China",Asia
679,489,538,They have similar interests to me,Hong Kong,Men,Ranked second,2,0.22,HKG,"Hong Kong, China",Asia
680,489,538,They have similar interests to me,Hong Kong,Men,Ranked third,3,0.22,HKG,"Hong Kong, China",Asia
681,489,538,They have similar interests to me,Hong Kong,Men,Ranked fourth,4,0.2,HKG,"Hong Kong, China",Asia
682,489,538,They have similar interests to me,Hong Kong,Men,Ranked fifth,5,0.19,HKG,"Hong Kong, China",Asia
683,489,538,They have similar interests to me,Hong Kong,Men,Ranked sixth,6,0.11,HKG,"Hong Kong, China",Asia
684,631,582,They are good looking,Hong Kong,Women,Ranked first,1,0.19,HKG,"Hong Kong, China",Asia
685,631,582,They are good looking,Hong Kong,Women,Ranked second,2,0.11,HKG,"Hong Kong, China",Asia
686,631,582,They are good looking,Hong Kong,Women,Ranked third,3,0.17,HKG,"Hong Kong, China",Asia
687,631,582,They are good looking,Hong Kong,Women,Ranked fourth,4,0.17,HKG,"Hong Kong, China",Asia
688,631,582,They are good looking,Hong Kong,Women,Ranked fifth,5,0.21,HKG,"Hong Kong, China",Asia
689,631,582,They are good looking,Hong Kong,Women,Ranked sixth,6,0.17,HKG,"Hong Kong, China",Asia
690,631,582,They have a personality I like,Hong Kong,Women,Ranked first,1,0.53,HKG,"Hong Kong, China",Asia
691,631,582,They have a personality I like,Hong Kong,Women,Ranked second,2,0.23,HKG,"Hong Kong, China",Asia
692,631,582,They have a personality I like,Hong Kong,Women,Ranked third,3,0.1,HKG,"Hong Kong, China",Asia
693,631,582,They have a personality I like,Hong Kong,Women,Ranked fourth,4,0.06,HKG,"Hong Kong, China",Asia
694,631,582,They have a personality I like,Hong Kong,Women,Ranked fifth,5,0.04,HKG,"Hong Kong, China",Asia
695,631,582,They have a personality I like,Hong Kong,Women,Ranked sixth,6,0.04,HKG,"Hong Kong, China",Asia
696,631,582,They have a sense of humour,Hong Kong,Women,Ranked first,1,0.09,HKG,"Hong Kong, China",Asia
697,631,582,They have a sense of humour,Hong Kong,Women,Ranked second,2,0.22,HKG,"Hong Kong, China",Asia
698,631,582,They have a sense of humour,Hong Kong,Women,Ranked third,3,0.25,HKG,"Hong Kong, China",Asia
699,631,582,They have a sense of humour,Hong Kong,Women,Ranked fourth,4,0.19,HKG,"Hong Kong, China",Asia
700,631,582,They have a sense of humour,Hong Kong,Women,Ranked fifth,5,0.16,HKG,"Hong Kong, China",Asia
701,631,582,They have a sense of humour,Hong Kong,Women,Ranked sixth,6,0.09,HKG,"Hong Kong, China",Asia
702,631,582,They are intelligent,Hong Kong,Women,Ranked first,1,0.08,HKG,"Hong Kong, China",Asia
703,631,582,They are intelligent,Hong Kong,Women,Ranked second,2,0.14,HKG,"Hong Kong, China",Asia
704,631,582,They are intelligent,Hong Kong,Women,Ranked third,3,0.19,HKG,"Hong Kong, China",Asia
705,631,582,They are intelligent,Hong Kong,Women,Ranked fourth,4,0.27,HKG,"Hong Kong, China",Asia
706,631,582,They are intelligent,Hong Kong,Women,Ranked fifth,5,0.19,HKG,"Hong Kong, China",Asia
707,631,582,They are intelligent,Hong Kong,Women,Ranked sixth,6,0.12,HKG,"Hong Kong, China",Asia
708,631,582,They have a decent amount of money,Hong Kong,Women,Ranked first,1,0.03,HKG,"Hong Kong, China",Asia
709,631,582,They have a decent amount of money,Hong Kong,Women,Ranked second,2,0.05,HKG,"Hong Kong, China",Asia
710,631,582,They have a decent amount of money,Hong Kong,Women,Ranked third,3,0.09,HKG,"Hong Kong, China",Asia
711,631,582,They have a decent amount of money,Hong Kong,Women,Ranked fourth,4,0.15,HKG,"Hong Kong, China",Asia
712,631,582,They have a decent amount of money,Hong Kong,Women,Ranked fifth,5,0.26,HKG,"Hong Kong, China",Asia
713,631,582,They have a decent amount of money,Hong Kong,Women,Ranked sixth,6,0.42,HKG,"Hong Kong, China",Asia
714,631,582,They have similar interests to me,Hong Kong,Women,Ranked first,1,0.09,HKG,"Hong Kong, China",Asia
715,631,582,They have similar interests to me,Hong Kong,Women,Ranked second,2,0.25,HKG,"Hong Kong, China",Asia
716,631,582,They have similar interests to me,Hong Kong,Women,Ranked third,3,0.2,HKG,"Hong Kong, China",Asia
717,631,582,They have similar interests to me,Hong Kong,Women,Ranked fourth,4,0.16,HKG,"Hong Kong, China",Asia
718,631,582,They have similar interests to me,Hong Kong,Women,Ranked fifth,5,0.14,HKG,"Hong Kong, China",Asia
719,631,582,They have similar interests to me,Hong Kong,Women,Ranked sixth,6,0.16,HKG,"Hong Kong, China",Asia
720,519,518,They are good looking,Indian,Men,Ranked first,1,0.17,IND,India,Asia
721,519,518,They are good looking,Indian,Men,Ranked second,2,0.16,IND,India,Asia
722,519,518,They are good looking,Indian,Men,Ranked third,3,0.17,IND,India,Asia
723,519,518,They are good looking,Indian,Men,Ranked fourth,4,0.15,IND,India,Asia
724,519,518,They are good looking,Indian,Men,Ranked fifth,5,0.25,IND,India,Asia
725,519,518,They are good looking,Indian,Men,Ranked sixth,6,0.1,IND,India,Asia
726,519,518,They have a personality I like,Indian,Men,Ranked first,1,0.22,IND,India,Asia
727,519,518,They have a personality I like,Indian,Men,Ranked second,2,0.19,IND,India,Asia
728,519,518,They have a personality I like,Indian,Men,Ranked third,3,0.21,IND,India,Asia
729,519,518,They have a personality I like,Indian,Men,Ranked fourth,4,0.18,IND,India,Asia
730,519,518,They have a personality I like,Indian,Men,Ranked fifth,5,0.13,IND,India,Asia
731,519,518,They have a personality I like,Indian,Men,Ranked sixth,6,0.08,IND,India,Asia
732,519,518,They have a sense of humour,Indian,Men,Ranked first,1,0.19,IND,India,Asia
733,519,518,They have a sense of humour,Indian,Men,Ranked second,2,0.19,IND,India,Asia
734,519,518,They have a sense of humour,Indian,Men,Ranked third,3,0.2,IND,India,Asia
735,519,518,They have a sense of humour,Indian,Men,Ranked fourth,4,0.16,IND,India,Asia
736,519,518,They have a sense of humour,Indian,Men,Ranked fifth,5,0.18,IND,India,Asia
737,519,518,They have a sense of humour,Indian,Men,Ranked sixth,6,0.07,IND,India,Asia
738,519,518,They are intelligent,Indian,Men,Ranked first,1,0.15,IND,India,Asia
739,519,518,They are intelligent,Indian,Men,Ranked second,2,0.22,IND,India,Asia
740,519,518,They are intelligent,Indian,Men,Ranked third,3,0.2,IND,India,Asia
741,519,518,They are intelligent,Indian,Men,Ranked fourth,4,0.22,IND,India,Asia
742,519,518,They are intelligent,Indian,Men,Ranked fifth,5,0.13,IND,India,Asia
743,519,518,They are intelligent,Indian,Men,Ranked sixth,6,0.07,IND,India,Asia
744,519,518,They have a decent amount of money,Indian,Men,Ranked first,1,0.03,IND,India,Asia
745,519,518,They have a decent amount of money,Indian,Men,Ranked second,2,0.03,IND,India,Asia
746,519,518,They have a decent amount of money,Indian,Men,Ranked third,3,0.07,IND,India,Asia
747,519,518,They have a decent amount of money,Indian,Men,Ranked fourth,4,0.09,IND,India,Asia
748,519,518,They have a decent amount of money,Indian,Men,Ranked fifth,5,0.16,IND,India,Asia
749,519,518,They have a decent amount of money,Indian,Men,Ranked sixth,6,0.62,IND,India,Asia
750,519,518,They have similar interests to me,Indian,Men,Ranked first,1,0.23,IND,India,Asia
751,519,518,They have similar interests to me,Indian,Men,Ranked second,2,0.2,IND,India,Asia
752,519,518,They have similar interests to me,Indian,Men,Ranked third,3,0.16,IND,India,Asia
753,519,518,They have similar interests to me,Indian,Men,Ranked fourth,4,0.2,IND,India,Asia
754,519,518,They have similar interests to me,Indian,Men,Ranked fifth,5,0.15,IND,India,Asia
755,519,518,They have similar interests to me,Indian,Men,Ranked sixth,6,0.06,IND,India,Asia
756,496,497,They are good looking,Indian,Women,Ranked first,1,0.06,IND,India,Asia
757,496,497,They are good looking,Indian,Women,Ranked second,2,0.11,IND,India,Asia
758,496,497,They are good looking,Indian,Women,Ranked third,3,0.12,IND,India,Asia
759,496,497,They are good looking,Indian,Women,Ranked fourth,4,0.16,IND,India,Asia
760,496,497,They are good looking,Indian,Women,Ranked fifth,5,0.27,IND,India,Asia
761,496,497,They are good looking,Indian,Women,Ranked sixth,6,0.28,IND,India,Asia
762,496,497,They have a personality I like,Indian,Women,Ranked first,1,0.28,IND,India,Asia
763,496,497,They have a personality I like,Indian,Women,Ranked second,2,0.18,IND,India,Asia
764,496,497,They have a personality I like,Indian,Women,Ranked third,3,0.18,IND,India,Asia
765,496,497,They have a personality I like,Indian,Women,Ranked fourth,4,0.17,IND,India,Asia
766,496,497,They have a personality I like,Indian,Women,Ranked fifth,5,0.12,IND,India,Asia
767,496,497,They have a personality I like,Indian,Women,Ranked sixth,6,0.06,IND,India,Asia
768,496,497,They have a sense of humour,Indian,Women,Ranked first,1,0.19,IND,India,Asia
769,496,497,They have a sense of humour,Indian,Women,Ranked second,2,0.22,IND,India,Asia
770,496,497,They have a sense of humour,Indian,Women,Ranked third,3,0.2,IND,India,Asia
771,496,497,They have a sense of humour,Indian,Women,Ranked fourth,4,0.16,IND,India,Asia
772,496,497,They have a sense of humour,Indian,Women,Ranked fifth,5,0.14,IND,India,Asia
773,496,497,They have a sense of humour,Indian,Women,Ranked sixth,6,0.1,IND,India,Asia
774,496,497,They are intelligent,Indian,Women,Ranked first,1,0.22,IND,India,Asia
775,496,497,They are intelligent,Indian,Women,Ranked second,2,0.23,IND,India,Asia
776,496,497,They are intelligent,Indian,Women,Ranked third,3,0.23,IND,India,Asia
777,496,497,They are intelligent,Indian,Women,Ranked fourth,4,0.17,IND,India,Asia
778,496,497,They are intelligent,Indian,Women,Ranked fifth,5,0.1,IND,India,Asia
779,496,497,They are intelligent,Indian,Women,Ranked sixth,6,0.04,IND,India,Asia
780,496,497,They have a decent amount of money,Indian,Women,Ranked first,1,0.04,IND,India,Asia
781,496,497,They have a decent amount of money,Indian,Women,Ranked second,2,0.09,IND,India,Asia
782,496,497,They have a decent amount of money,Indian,Women,Ranked third,3,0.09,IND,India,Asia
783,496,497,They have a decent amount of money,Indian,Women,Ranked fourth,4,0.16,IND,India,Asia
784,496,497,They have a decent amount of money,Indian,Women,Ranked fifth,5,0.23,IND,India,Asia
785,496,497,They have a decent amount of money,Indian,Women,Ranked sixth,6,0.39,IND,India,Asia
786,496,497,They have similar interests to me,Indian,Women,Ranked first,1,0.2,IND,India,Asia
787,496,497,They have similar interests to me,Indian,Women,Ranked second,2,0.18,IND,India,Asia
788,496,497,They have similar interests to me,Indian,Women,Ranked third,3,0.18,IND,India,Asia
789,496,497,They have similar interests to me,Indian,Women,Ranked fourth,4,0.17,IND,India,Asia
790,496,497,They have similar interests to me,Indian,Women,Ranked fifth,5,0.14,IND,India,Asia
791,496,497,They have similar interests to me,Indian,Women,Ranked sixth,6,0.13,IND,India,Asia
792,616,539,They are good looking,Indonesian,Men,Ranked first,1,0.35,IDN,Indonesia,Asia
793,616,539,They are good looking,Indonesian,Men,Ranked second,2,0.19,IDN,Indonesia,Asia
794,616,539,They are good looking,Indonesian,Men,Ranked third,3,0.2,IDN,Indonesia,Asia
795,616,539,They are good looking,Indonesian,Men,Ranked fourth,4,0.11,IDN,Indonesia,Asia
796,616,539,They are good looking,Indonesian,Men,Ranked fifth,5,0.11,IDN,Indonesia,Asia
797,616,539,They are good looking,Indonesian,Men,Ranked sixth,6,0.05,IDN,Indonesia,Asia
798,616,539,They have a personality I like,Indonesian,Men,Ranked first,1,0.35,IDN,Indonesia,Asia
799,616,539,They have a personality I like,Indonesian,Men,Ranked second,2,0.26,IDN,Indonesia,Asia
800,616,539,They have a personality I like,Indonesian,Men,Ranked third,3,0.15,IDN,Indonesia,Asia
801,616,539,They have a personality I like,Indonesian,Men,Ranked fourth,4,0.12,IDN,Indonesia,Asia
802,616,539,They have a personality I like,Indonesian,Men,Ranked fifth,5,0.08,IDN,Indonesia,Asia
803,616,539,They have a personality I like,Indonesian,Men,Ranked sixth,6,0.04,IDN,Indonesia,Asia
804,616,539,They have a sense of humour,Indonesian,Men,Ranked first,1,0.08,IDN,Indonesia,Asia
805,616,539,They have a sense of humour,Indonesian,Men,Ranked second,2,0.16,IDN,Indonesia,Asia
806,616,539,They have a sense of humour,Indonesian,Men,Ranked third,3,0.18,IDN,Indonesia,Asia
807,616,539,They have a sense of humour,Indonesian,Men,Ranked fourth,4,0.32,IDN,Indonesia,Asia
808,616,539,They have a sense of humour,Indonesian,Men,Ranked fifth,5,0.19,IDN,Indonesia,Asia
809,616,539,They have a sense of humour,Indonesian,Men,Ranked sixth,6,0.07,IDN,Indonesia,Asia
810,616,539,They are intelligent,Indonesian,Men,Ranked first,1,0.15,IDN,Indonesia,Asia
811,616,539,They are intelligent,Indonesian,Men,Ranked second,2,0.26,IDN,Indonesia,Asia
812,616,539,They are intelligent,Indonesian,Men,Ranked third,3,0.26,IDN,Indonesia,Asia
813,616,539,They are intelligent,Indonesian,Men,Ranked fourth,4,0.2,IDN,Indonesia,Asia
814,616,539,They are intelligent,Indonesian,Men,Ranked fifth,5,0.09,IDN,Indonesia,Asia
815,616,539,They are intelligent,Indonesian,Men,Ranked sixth,6,0.03,IDN,Indonesia,Asia
816,616,539,They have a decent amount of money,Indonesian,Men,Ranked first,1,0.03,IDN,Indonesia,Asia
817,616,539,They have a decent amount of money,Indonesian,Men,Ranked second,2,0.03,IDN,Indonesia,Asia
818,616,539,They have a decent amount of money,Indonesian,Men,Ranked third,3,0.06,IDN,Indonesia,Asia
819,616,539,They have a decent amount of money,Indonesian,Men,Ranked fourth,4,0.09,IDN,Indonesia,Asia
820,616,539,They have a decent amount of money,Indonesian,Men,Ranked fifth,5,0.16,IDN,Indonesia,Asia
821,616,539,They have a decent amount of money,Indonesian,Men,Ranked sixth,6,0.64,IDN,Indonesia,Asia
822,616,539,They have similar interests to me,Indonesian,Men,Ranked first,1,0.05,IDN,Indonesia,Asia
823,616,539,They have similar interests to me,Indonesian,Men,Ranked second,2,0.1,IDN,Indonesia,Asia
824,616,539,They have similar interests to me,Indonesian,Men,Ranked third,3,0.15,IDN,Indonesia,Asia
825,616,539,They have similar interests to me,Indonesian,Men,Ranked fourth,4,0.17,IDN,Indonesia,Asia
826,616,539,They have similar interests to me,Indonesian,Men,Ranked fifth,5,0.36,IDN,Indonesia,Asia
827,616,539,They have similar interests to me,Indonesian,Men,Ranked sixth,6,0.17,IDN,Indonesia,Asia
828,429,506,They are good looking,Indonesian,Women,Ranked first,1,0.18,IDN,Indonesia,Asia
829,429,506,They are good looking,Indonesian,Women,Ranked second,2,0.12,IDN,Indonesia,Asia
830,429,506,They are good looking,Indonesian,Women,Ranked third,3,0.14,IDN,Indonesia,Asia
831,429,506,They are good looking,Indonesian,Women,Ranked fourth,4,0.18,IDN,Indonesia,Asia
832,429,506,They are good looking,Indonesian,Women,Ranked fifth,5,0.22,IDN,Indonesia,Asia
833,429,506,They are good looking,Indonesian,Women,Ranked sixth,6,0.17,IDN,Indonesia,Asia
834,429,506,They have a personality I like,Indonesian,Women,Ranked first,1,0.46,IDN,Indonesia,Asia
835,429,506,They have a personality I like,Indonesian,Women,Ranked second,2,0.2,IDN,Indonesia,Asia
836,429,506,They have a personality I like,Indonesian,Women,Ranked third,3,0.12,IDN,Indonesia,Asia
837,429,506,They have a personality I like,Indonesian,Women,Ranked fourth,4,0.1,IDN,Indonesia,Asia
838,429,506,They have a personality I like,Indonesian,Women,Ranked fifth,5,0.08,IDN,Indonesia,Asia
839,429,506,They have a personality I like,Indonesian,Women,Ranked sixth,6,0.04,IDN,Indonesia,Asia
840,429,506,They have a sense of humour,Indonesian,Women,Ranked first,1,0.09,IDN,Indonesia,Asia
841,429,506,They have a sense of humour,Indonesian,Women,Ranked second,2,0.22,IDN,Indonesia,Asia
842,429,506,They have a sense of humour,Indonesian,Women,Ranked third,3,0.2,IDN,Indonesia,Asia
843,429,506,They have a sense of humour,Indonesian,Women,Ranked fourth,4,0.17,IDN,Indonesia,Asia
844,429,506,They have a sense of humour,Indonesian,Women,Ranked fifth,5,0.19,IDN,Indonesia,Asia
845,429,506,They have a sense of humour,Indonesian,Women,Ranked sixth,6,0.14,IDN,Indonesia,Asia
846,429,506,They are intelligent,Indonesian,Women,Ranked first,1,0.18,IDN,Indonesia,Asia
847,429,506,They are intelligent,Indonesian,Women,Ranked second,2,0.26,IDN,Indonesia,Asia
848,429,506,They are intelligent,Indonesian,Women,Ranked third,3,0.27,IDN,Indonesia,Asia
849,429,506,They are intelligent,Indonesian,Women,Ranked fourth,4,0.16,IDN,Indonesia,Asia
850,429,506,They are intelligent,Indonesian,Women,Ranked fifth,5,0.08,IDN,Indonesia,Asia
851,429,506,They are intelligent,Indonesian,Women,Ranked sixth,6,0.05,IDN,Indonesia,Asia
852,429,506,They have a decent amount of money,Indonesian,Women,Ranked first,1,0.05,IDN,Indonesia,Asia
853,429,506,They have a decent amount of money,Indonesian,Women,Ranked second,2,0.1,IDN,Indonesia,Asia
854,429,506,They have a decent amount of money,Indonesian,Women,Ranked third,3,0.14,IDN,Indonesia,Asia
855,429,506,They have a decent amount of money,Indonesian,Women,Ranked fourth,4,0.19,IDN,Indonesia,Asia
856,429,506,They have a decent amount of money,Indonesian,Women,Ranked fifth,5,0.23,IDN,Indonesia,Asia
857,429,506,They have a decent amount of money,Indonesian,Women,Ranked sixth,6,0.28,IDN,Indonesia,Asia
858,429,506,They have similar interests to me,Indonesian,Women,Ranked first,1,0.03,IDN,Indonesia,Asia
859,429,506,They have similar interests to me,Indonesian,Women,Ranked second,2,0.11,IDN,Indonesia,Asia
860,429,506,They have similar interests to me,Indonesian,Women,Ranked third,3,0.12,IDN,Indonesia,Asia
861,429,506,They have similar interests to me,Indonesian,Women,Ranked fourth,4,0.2,IDN,Indonesia,Asia
862,429,506,They have similar interests to me,Indonesian,Women,Ranked fifth,5,0.22,IDN,Indonesia,Asia
863,429,506,They have similar interests to me,Indonesian,Women,Ranked sixth,6,0.32,IDN,Indonesia,Asia
864,505,707,They are good looking,Malaysian,Men,Ranked first,1,0.24,MYS,Malaysia,Asia
865,505,707,They are good looking,Malaysian,Men,Ranked second,2,0.15,MYS,Malaysia,Asia
866,505,707,They are good looking,Malaysian,Men,Ranked third,3,0.15,MYS,Malaysia,Asia
867,505,707,They are good looking,Malaysian,Men,Ranked fourth,4,0.16,MYS,Malaysia,Asia
868,505,707,They are good looking,Malaysian,Men,Ranked fifth,5,0.18,MYS,Malaysia,Asia
869,505,707,They are good looking,Malaysian,Men,Ranked sixth,6,0.13,MYS,Malaysia,Asia
870,505,707,They have a personality I like,Malaysian,Men,Ranked first,1,0.42,MYS,Malaysia,Asia
871,505,707,They have a personality I like,Malaysian,Men,Ranked second,2,0.23,MYS,Malaysia,Asia
872,505,707,They have a personality I like,Malaysian,Men,Ranked third,3,0.14,MYS,Malaysia,Asia
873,505,707,They have a personality I like,Malaysian,Men,Ranked fourth,4,0.1,MYS,Malaysia,Asia
874,505,707,They have a personality I like,Malaysian,Men,Ranked fifth,5,0.06,MYS,Malaysia,Asia
875,505,707,They have a personality I like,Malaysian,Men,Ranked sixth,6,0.05,MYS,Malaysia,Asia
876,505,707,They have a sense of humour,Malaysian,Men,Ranked first,1,0.08,MYS,Malaysia,Asia
877,505,707,They have a sense of humour,Malaysian,Men,Ranked second,2,0.21,MYS,Malaysia,Asia
878,505,707,They have a sense of humour,Malaysian,Men,Ranked third,3,0.21,MYS,Malaysia,Asia
879,505,707,They have a sense of humour,Malaysian,Men,Ranked fourth,4,0.2,MYS,Malaysia,Asia
880,505,707,They have a sense of humour,Malaysian,Men,Ranked fifth,5,0.18,MYS,Malaysia,Asia
881,505,707,They have a sense of humour,Malaysian,Men,Ranked sixth,6,0.12,MYS,Malaysia,Asia
882,505,707,They are intelligent,Malaysian,Men,Ranked first,1,0.11,MYS,Malaysia,Asia
883,505,707,They are intelligent,Malaysian,Men,Ranked second,2,0.16,MYS,Malaysia,Asia
884,505,707,They are intelligent,Malaysian,Men,Ranked third,3,0.26,MYS,Malaysia,Asia
